flight_id,seat_no,ticket_no,fare_conditions,flightamount,countseats,scheduled_departure,actual_departure,departure_airport,scheduled_arrival,actual_arrival,arrival_airport,flighttime,status,aircraft_code,model
136119,20E,5432349635   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,4F,5432349540   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,21F,5432349513   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,8C,5432349644   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,15F,5434147186   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,2A,5435722639   ,Business,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,6A,5432349553   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,14A,5435171146   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,7B,5432333337   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,11E,5432333315   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,11C,5432349561   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,18D,5435171163   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,15E,5432349537   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,18C,5432349743   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,12B,5432349719   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,2C,5435171165   ,Business,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,19F,5435171167   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,9C,5432349546   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,5F,5435171150   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,16A,5435489475   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,17A,5432333312   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,16C,5432349657   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,17E,5435171141   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,11F,5435171157   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,19C,5434147193   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,22D,5435171149   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,19D,5435171170   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,7F,5432349542   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,14F,5432349605   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,22C,5435171145   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,13C,5435171147   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,17C,5434147188   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,13B,5434147194   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,23E,5435171161   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,2D,5435171152   ,Business,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,1A,5435171158   ,Business,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,7A,5432349590   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,3A,5432333357   ,Business,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,5C,5435171168   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,9B,5432052084   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,21D,5432349658   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,3C,5435171160   ,Business,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,13A,5435171162   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,21C,5432333402   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,6F,5435171143   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,10D,5432052086   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,8D,5432349463   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,5A,5432052087   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,12A,5432349551   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,20F,5432349591   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,6B,5432349684   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,1D,5432349714   ,Business,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,18E,5432349718   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,9F,5432349599   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,1C,5434147189   ,Business,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,5D,5435171154   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,6E,5432333311   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,18A,5432349552   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,22E,5434147196   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,23A,5435171166   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,15C,5435722640   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
136119,20C,5435171156   ,Economy,1653000.00,130,2017-01-03T10:05:00Z,2017-01-03T10:08:00Z,AAQ,2017-01-03T11:45:00Z,2017-01-03T11:49:00Z,SVO,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,Arrived,733,Boeing 737-300
